currency;country;Year;Month;OBS_VALUE
PPS;Ireland;2022;1;1267.88
PPS;Iceland;1999;1;
PPS;Iceland;1999;7;
PPS;Iceland;2000;1;
PPS;Iceland;2000;7;
PPS;Iceland;2001;1;
PPS;Iceland;2001;7;
PPS;Iceland;2002;1;
PPS;Iceland;2002;7;
PPS;Iceland;2003;1;
PPS;Iceland;2003;7;
PPS;Iceland;2004;1;
PPS;Iceland;2004;7;
PPS;Iceland;2005;1;
PPS;Iceland;2005;7;
PPS;Iceland;2006;1;
PPS;Iceland;2006;7;
PPS;Iceland;2007;1;
PPS;Iceland;2007;7;
PPS;Iceland;2008;1;
PPS;Iceland;2008;7;
PPS;Iceland;2009;1;
PPS;Iceland;2009;7;
PPS;Iceland;2010;1;
PPS;Iceland;2010;7;
PPS;Iceland;2011;1;
PPS;Iceland;2011;7;
PPS;Iceland;2012;1;
PPS;Iceland;2012;7;
PPS;Iceland;2013;1;
PPS;Iceland;2013;7;
PPS;Iceland;2014;1;
PPS;Iceland;2014;7;
PPS;Iceland;2015;1;
PPS;Iceland;2015;7;
PPS;Iceland;2016;1;
PPS;Iceland;2016;7;
PPS;Iceland;2017;1;
PPS;Iceland;2017;7;
PPS;Iceland;2018;1;
PPS;Iceland;2018;7;
PPS;Iceland;2019;1;
PPS;Iceland;2019;7;
PPS;Iceland;2020;1;
PPS;Iceland;2020;7;
PPS;Iceland;2021;1;
PPS;Iceland;2021;7;
PPS;Italy;1999;1;
PPS;Italy;1999;7;
PPS;Italy;2000;1;
PPS;Italy;2000;7;
PPS;Italy;2001;1;
PPS;Italy;2001;7;
PPS;Italy;2002;1;
PPS;Italy;2002;7;
PPS;Italy;2003;1;
PPS;Italy;2003;7;
PPS;Italy;2004;1;
PPS;Italy;2004;7;
PPS;Italy;2005;1;
PPS;Italy;2005;7;
PPS;Italy;2006;1;
PPS;Italy;2006;7;
PPS;Italy;2007;1;
PPS;Italy;2007;7;
PPS;Italy;2008;1;
PPS;Italy;2008;7;
PPS;Italy;2009;1;
PPS;Italy;2009;7;
PPS;Italy;2010;1;
PPS;Italy;2010;7;
PPS;Italy;2011;1;
PPS;Italy;2011;7;
PPS;Italy;2012;1;
PPS;Italy;2012;7;
PPS;Italy;2013;1;
PPS;Italy;2013;7;
PPS;Italy;2014;1;
PPS;Italy;2014;7;
PPS;Italy;2015;1;
PPS;Italy;2015;7;
PPS;Italy;2016;1;
PPS;Italy;2016;7;
PPS;Italy;2017;1;
PPS;Italy;2017;7;
PPS;Italy;2018;1;
PPS;Italy;2018;7;
PPS;Italy;2019;1;
PPS;Italy;2019;7;
PPS;Italy;2020;1;
PPS;Italy;2020;7;
PPS;Italy;2021;1;
PPS;Italy;2021;7;
PPS;Lithuania;1999;1;206.39
PPS;Lithuania;1999;7;206.39
PPS;Lithuania;2000;1;210.45
PPS;Lithuania;2000;7;210.45
PPS;Lithuania;2001;1;213.12
PPS;Lithuania;2001;7;213.12
PPS;Lithuania;2002;1;219.87
PPS;Lithuania;2002;7;219.87
PPS;Lithuania;2003;1;233.27
PPS;Lithuania;2003;7;233.27
PPS;Lithuania;2004;1;240.74
PPS;Lithuania;2004;7;267.49
PPS;Lithuania;2005;1;258.96
PPS;Lithuania;2005;7;284.85
PPS;Lithuania;2006;1;269.70
PPS;Lithuania;2006;7;294.21
PPS;Lithuania;2007;1;281.61
PPS;Lithuania;2007;7;328.54
PPS;Lithuania;2008;1;351.46
PPS;Lithuania;2008;7;351.46
PPS;Lithuania;2009;1;350.06
PPS;Lithuania;2009;7;350.06
PPS;Lithuania;2010;1;360.46
PPS;Lithuania;2010;7;360.46
PPS;Lithuania;2011;1;354.69
PPS;Lithuania;2011;7;354.69
PPS;Lithuania;2012;1;353.82
PPS;Lithuania;2012;7;353.82
PPS;Lithuania;2013;1;447.19
PPS;Lithuania;2013;7;447.19
PPS;Lithuania;2014;1;447.81
PPS;Lithuania;2014;7;447.81
PPS;Lithuania;2015;1;467.62
PPS;Lithuania;2015;7;506.59
PPS;Lithuania;2016;1;537.23
PPS;Lithuania;2016;7;583.28
PPS;Lithuania;2017;1;575.15
PPS;Lithuania;2017;7;575.15
PPS;Lithuania;2018;1;592.57
PPS;Lithuania;2018;7;592.57
PPS;Lithuania;2019;1;811.86
PPS;Lithuania;2019;7;811.86
PPS;Lithuania;2020;1;862.65
PPS;Lithuania;2020;7;862.65
PPS;Lithuania;2021;1;912.40
PPS;Lithuania;2021;7;912.40
PPS;Lithuania;2022;1;1037.46
PPS;Luxembourg;1999;1;1039.97
PPS;Luxembourg;1999;7;1039.97
PPS;Luxembourg;2000;1;1068.78
PPS;Luxembourg;2000;7;1095.47
PPS;Luxembourg;2001;1;1110.09
PPS;Luxembourg;2001;7;1137.83
PPS;Luxembourg;2002;1;1148.78
PPS;Luxembourg;2002;7;1177.51
PPS;Luxembourg;2003;1;1223.52
PPS;Luxembourg;2003;7;1223.52
PPS;Luxembourg;2004;1;1221.79
PPS;Luxembourg;2004;7;1221.79
PPS;Luxembourg;2005;1;1287.58
PPS;Luxembourg;2005;7;1287.58
PPS;Luxembourg;2006;1;1331.92
PPS;Luxembourg;2006;7;1331.92
PPS;Luxembourg;2007;1;1357.49
PPS;Luxembourg;2007;7;1357.49
PPS;Luxembourg;2008;1;1355.78
PPS;Luxembourg;2008;7;1389.67
PPS;Luxembourg;2009;1;1371.99
PPS;Luxembourg;2009;7;1406.27
PPS;Luxembourg;2010;1;1382.58
PPS;Luxembourg;2010;7;1417.12
PPS;Luxembourg;2011;1;1436.58
PPS;Luxembourg;2011;7;1436.58
PPS;Luxembourg;2012;1;1464.89
PPS;Luxembourg;2012;7;1464.89
PPS;Luxembourg;2013;1;1512.70
PPS;Luxembourg;2013;7;1512.70
PPS;Luxembourg;2014;1;1525.77
PPS;Luxembourg;2014;7;1525.77
PPS;Luxembourg;2015;1;1531.48
PPS;Luxembourg;2015;7;1531.48
PPS;Luxembourg;2016;1;1502.85
PPS;Luxembourg;2016;7;1502.85
PPS;Luxembourg;2017;1;1551.56
PPS;Luxembourg;2017;7;1551.56
PPS;Luxembourg;2018;1;1574.66
PPS;Luxembourg;2018;7;1574.66
PPS;Luxembourg;2019;1;1627.13
PPS;Luxembourg;2019;7;1627.13
PPS;Luxembourg;2020;1;1620.12
PPS;Luxembourg;2020;7;1620.12
PPS;Luxembourg;2021;1;1665.45
PPS;Luxembourg;2021;7;1665.45
PPS;Luxembourg;2022;1;1707.07
PPS;Latvia;1999;1;145.26
PPS;Latvia;1999;7;145.26
PPS;Latvia;2000;1;146.11
PPS;Latvia;2000;7;146.11
PPS;Latvia;2001;1;149.16
PPS;Latvia;2001;7;179.00
PPS;Latvia;2002;1;174.24
PPS;Latvia;2002;7;174.24
PPS;Latvia;2003;1;194.85
PPS;Latvia;2003;7;194.85
PPS;Latvia;2004;1;210.18
PPS;Latvia;2004;7;210.18
PPS;Latvia;2005;1;195.43
PPS;Latvia;2005;7;195.43
PPS;Latvia;2006;1;197.45
PPS;Latvia;2006;7;197.45
PPS;Latvia;2007;1;238.63
PPS;Latvia;2007;7;238.63
PPS;Latvia;2008;1;293.83
PPS;Latvia;2008;7;293.83
PPS;Latvia;2009;1;339.15
PPS;Latvia;2009;7;339.15
PPS;Latvia;2010;1;363.49
PPS;Latvia;2010;7;363.49
PPS;Latvia;2011;1;390.12
PPS;Latvia;2011;7;390.12
PPS;Latvia;2012;1;388.47
PPS;Latvia;2012;7;388.47
PPS;Latvia;2013;1;392.69
PPS;Latvia;2013;7;392.69
PPS;Latvia;2014;1;434.15
PPS;Latvia;2014;7;434.15
PPS;Latvia;2015;1;492.03
PPS;Latvia;2015;7;492.03
PPS;Latvia;2016;1;496.62
PPS;Latvia;2016;7;496.62
PPS;Latvia;2017;1;507.03
PPS;Latvia;2017;7;507.03
PPS;Latvia;2018;1;560.73
PPS;Latvia;2018;7;560.73
PPS;Latvia;2019;1;550.89
PPS;Latvia;2019;7;550.89
PPS;Latvia;2020;1;545.63
PPS;Latvia;2020;7;545.63
PPS;Latvia;2021;1;634.45
PPS;Latvia;2021;7;634.45
PPS;Latvia;2022;1;634.45
PPS;Montenegro;2013;7;501.43
PPS;Montenegro;2014;1;506.86
PPS;Montenegro;2014;7;506.86
PPS;Montenegro;2015;1;512.69
PPS;Montenegro;2015;7;512.69
PPS;Montenegro;2016;1;514.48
PPS;Montenegro;2016;7;514.48
PPS;Montenegro;2017;1;506.33
PPS;Montenegro;2017;7;506.33
PPS;Montenegro;2018;1;500.73
PPS;Montenegro;2018;7;500.73
PPS;Montenegro;2019;1;504.51
PPS;Montenegro;2019;7;580.32
PPS;Montenegro;2020;1;552.27
PPS;Montenegro;2020;7;552.27
PPS;Montenegro;2021;1;552.27
PPS;Montenegro;2021;7;552.27
PPS;Montenegro;2022;1;887.66
PPS;North Macedonia;1999;1;
PPS;North Macedonia;1999;7;
PPS;North Macedonia;2000;1;
PPS;North Macedonia;2000;7;
PPS;North Macedonia;2001;1;
PPS;North Macedonia;2001;7;
PPS;North Macedonia;2002;1;
PPS;North Macedonia;2002;7;
PPS;North Macedonia;2003;1;
PPS;North Macedonia;2003;7;
PPS;North Macedonia;2004;1;
PPS;North Macedonia;2004;7;
PPS;North Macedonia;2005;1;
PPS;North Macedonia;2005;7;
PPS;North Macedonia;2006;1;
PPS;North Macedonia;2006;7;
PPS;North Macedonia;2007;1;
PPS;North Macedonia;2007;7;
PPS;North Macedonia;2008;1;
PPS;North Macedonia;2008;7;
PPS;North Macedonia;2009;1;
PPS;North Macedonia;2009;7;
PPS;North Macedonia;2010;1;
PPS;North Macedonia;2010;7;
PPS;North Macedonia;2011;1;
PPS;North Macedonia;2011;7;
PPS;North Macedonia;2013;1;407.04
PPS;North Macedonia;2013;7;407.04
PPS;North Macedonia;2014;1;440.88
PPS;North Macedonia;2014;7;440.88
PPS;North Macedonia;2015;1;443.26
PPS;North Macedonia;2015;7;471.80
PPS;North Macedonia;2016;1;473.36
PPS;North Macedonia;2016;7;492.88
PPS;North Macedonia;2017;1;493.05
PPS;North Macedonia;2017;7;570.28
PPS;North Macedonia;2018;1;557.75
PPS;North Macedonia;2018;7;565.53
PPS;North Macedonia;2019;1;685.36
PPS;North Macedonia;2019;7;685.36
PPS;North Macedonia;2020;1;671.16
PPS;North Macedonia;2020;7;671.16
PPS;North Macedonia;2021;1;692.43
PPS;North Macedonia;2021;7;704.00
PPS;Malta;1999;1;631.59
PPS;Malta;1999;7;631.59
PPS;Malta;2000;1;642.03
PPS;Malta;2000;7;642.03
PPS;Malta;2001;1;652.77
PPS;Malta;2001;7;652.77
PPS;Malta;2002;1;664.14
PPS;Malta;2002;7;664.14
PPS;Malta;2003;1;714.33
PPS;Malta;2003;7;714.33
PPS;Malta;2004;1;719.57
PPS;Malta;2004;7;719.57
PPS;Malta;2005;1;741.91
PPS;Malta;2005;7;741.91
PPS;Malta;2006;1;743.61
PPS;Malta;2006;7;743.61
PPS;Malta;2007;1;769.04
PPS;Malta;2007;7;769.04
PPS;Malta;2008;1;777.93
PPS;Malta;2008;7;777.93
PPS;Malta;2009;1;786.86
PPS;Malta;2009;7;786.86
PPS;Malta;2010;1;829.97
PPS;Malta;2010;7;829.97
PPS;Malta;2011;1;824.45
PPS;Malta;2011;7;824.45
PPS;Malta;2012;1;842.17
PPS;Malta;2012;7;842.17
PPS;Malta;2013;1;839.20
PPS;Malta;2013;7;839.20
PPS;Malta;2014;1;854.83
PPS;Malta;2014;7;854.83
PPS;Malta;2015;1;858.27
PPS;Malta;2015;7;858.27
PPS;Malta;2016;1;860.52
PPS;Malta;2016;7;860.52
PPS;Malta;2017;1;852.27
PPS;Malta;2017;7;852.27
PPS;Malta;2018;1;863.84
PPS;Malta;2018;7;863.84
PPS;Malta;2019;1;875.47
PPS;Malta;2019;7;875.47
PPS;Malta;2020;1;867.24
PPS;Malta;2020;7;867.24
PPS;Malta;2021;1;875.70
PPS;Malta;2021;7;875.70
PPS;Malta;2022;1;884.16
PPS;Netherlands;1999;1;995.41
PPS;Netherlands;1999;7;1008.69
PPS;Netherlands;2000;1;1040.52
PPS;Netherlands;2000;7;1058.43
PPS;Netherlands;2001;1;1078.33
PPS;Netherlands;2001;7;1102.52
PPS;Netherlands;2002;1;1126.20
PPS;Netherlands;2002;7;1149.72
PPS;Netherlands;2003;1;1133.07
PPS;Netherlands;2003;7;1147.22
PPS;Netherlands;2004;1;1168.00
PPS;Netherlands;2004;7;1168.00
PPS;Netherlands;2005;1;1182.72
PPS;Netherlands;2005;7;1182.72
PPS;Netherlands;2006;1;1200.27
PPS;Netherlands;2006;7;1211.59
PPS;Netherlands;2007;1;1244.95
PPS;Netherlands;2007;7;1260.46
PPS;Netherlands;2008;1;1272.19
PPS;Netherlands;2008;7;1292.78
PPS;Netherlands;2009;1;1279.30
PPS;Netherlands;2009;7;1295.42
PPS;Netherlands;2010;1;1283.43
PPS;Netherlands;2010;7;1291.09
PPS;Netherlands;2011;1;1284.06
PPS;Netherlands;2011;7;1293.80
PPS;Netherlands;2012;1;1298.68
PPS;Netherlands;2012;7;1307.30
PPS;Netherlands;2013;1;1310.91
PPS;Netherlands;2013;7;1318.40
PPS;Netherlands;2014;1;1302.36
PPS;Netherlands;2014;7;1310.77
PPS;Netherlands;2015;1;1315.33
PPS;Netherlands;2015;7;1320.58
PPS;Netherlands;2016;1;1315.22
PPS;Netherlands;2016;7;1326.09
PPS;Netherlands;2017;1;1351.46
PPS;Netherlands;2017;7;1363.48
PPS;Netherlands;2018;1;1379.99
PPS;Netherlands;2018;7;1394.15
PPS;Netherlands;2019;1;1386.60
PPS;Netherlands;2019;7;1403.59
PPS;Netherlands;2020;1;1427.95
PPS;Netherlands;2020;7;1450.75
PPS;Netherlands;2021;1;1454.9
PPS;Netherlands;2021;7;1468.89
PPS;Netherlands;2022;1;1489.61
PPS;Norway;1999;1;
PPS;Norway;1999;7;
PPS;Norway;2000;1;
PPS;Norway;2000;7;
PPS;Norway;2001;1;
PPS;Norway;2001;7;
PPS;Norway;2002;1;
PPS;Norway;2002;7;
PPS;Norway;2003;1;
PPS;Norway;2003;7;
PPS;Norway;2004;1;
PPS;Norway;2004;7;
PPS;Norway;2005;1;
PPS;Norway;2005;7;
PPS;Norway;2006;1;
PPS;Norway;2006;7;
PPS;Norway;2007;1;
PPS;Norway;2007;7;
PPS;Norway;2008;1;
PPS;Norway;2008;7;
PPS;Norway;2009;1;
PPS;Norway;2009;7;
PPS;Norway;2010;1;
PPS;Norway;2010;7;
PPS;Norway;2011;1;
PPS;Norway;2011;7;
PPS;Norway;2012;1;
PPS;Norway;2012;7;
PPS;Norway;2013;1;
PPS;Norway;2013;7;
PPS;Norway;2014;1;
PPS;Norway;2014;7;
PPS;Norway;2015;1;
PPS;Norway;2015;7;
PPS;Norway;2016;1;
PPS;Norway;2016;7;
PPS;Norway;2017;1;
PPS;Norway;2017;7;
PPS;Norway;2018;1;
PPS;Norway;2018;7;
PPS;Norway;2019;1;
PPS;Norway;2019;7;
PPS;Norway;2020;1;
PPS;Norway;2020;7;
PPS;Norway;2021;1;
PPS;Norway;2021;7;
PPS;Poland;1999;1;289.78
PPS;Poland;1999;7;289.78
PPS;Poland;2000;1;280.45
PPS;Poland;2000;7;293.01
PPS;Poland;2001;1;313.70
PPS;Poland;2001;7;313.70
PPS;Poland;2002;1;315.42
PPS;Poland;2002;7;315.42
PPS;Poland;2003;1;335.75
PPS;Poland;2003;7;335.75
PPS;Poland;2004;1;338.85
PPS;Poland;2004;7;338.85
PPS;Poland;2005;1;338.99
PPS;Poland;2005;7;338.99
PPS;Poland;2006;1;361.08
PPS;Poland;2006;7;361.08
PPS;Poland;2007;1;387.74
PPS;Poland;2007;7;387.74
PPS;Poland;2008;1;464.41
PPS;Poland;2008;7;464.41
PPS;Poland;2009;1;508.90
PPS;Poland;2009;7;508.90
PPS;Poland;2010;1;542.66
PPS;Poland;2010;7;542.66
PPS;Poland;2011;1;571.78
PPS;Poland;2011;7;571.78
PPS;Poland;2012;1;623.01
PPS;Poland;2012;7;623.01
PPS;Poland;2013;1;665.28
PPS;Poland;2013;7;665.28
PPS;Poland;2014;1;690.95
PPS;Poland;2014;7;690.95
PPS;Poland;2015;1;725.75
PPS;Poland;2015;7;725.75
PPS;Poland;2016;1;757.73
PPS;Poland;2016;7;757.73
PPS;Poland;2017;1;799.26
PPS;Poland;2017;7;799.26
PPS;Poland;2018;1;826.29
PPS;Poland;2018;7;826.29
PPS;Poland;2019;1;870.19
PPS;Poland;2019;7;870.19
PPS;Poland;2020;1;978.28
PPS;Poland;2020;7;978.28
PPS;Poland;2021;1;1053.53
PPS;Poland;2021;7;1053.53
PPS;Poland;2022;1;1132.55
PPS;Portugal;1999;1;433.14
PPS;Portugal;1999;7;433.14
PPS;Portugal;2000;1;449.84
PPS;Portugal;2000;7;449.84
PPS;Portugal;2001;1;466.01
PPS;Portugal;2001;7;466.01
PPS;Portugal;2002;1;473.37
PPS;Portugal;2002;7;473.37
PPS;Portugal;2003;1;492.93
PPS;Portugal;2003;7;492.93
PPS;Portugal;2004;1;500.95
PPS;Portugal;2004;7;500.95
PPS;Portugal;2005;1;524.83
PPS;Portugal;2005;7;524.83
PPS;Portugal;2006;1;541.25
PPS;Portugal;2006;7;541.25
PPS;Portugal;2007;1;549.14
PPS;Portugal;2007;7;549.14
PPS;Portugal;2008;1;575.27
PPS;Portugal;2008;7;575.27
PPS;Portugal;2009;1;601.08
PPS;Portugal;2009;7;601.08
PPS;Portugal;2010;1;635.96
PPS;Portugal;2010;7;635.96
PPS;Portugal;2011;1;645.93
PPS;Portugal;2011;7;645.93
PPS;Portugal;2012;1;650.32
PPS;Portugal;2012;7;650.32
PPS;Portugal;2013;1;662.71
PPS;Portugal;2013;7;662.71
PPS;Portugal;2014;1;655.41
PPS;Portugal;2014;7;655.41
PPS;Portugal;2015;1;681.15
PPS;Portugal;2015;7;681.15
PPS;Portugal;2016;1;707.66
PPS;Portugal;2016;7;707.66
PPS;Portugal;2017;1;730.48
PPS;Portugal;2017;7;730.48
PPS;Portugal;2018;1;767.55
PPS;Portugal;2018;7;767.55
PPS;Portugal;2019;1;796.21
PPS;Portugal;2019;7;796.21
PPS;Portugal;2020;1;828.69
PPS;Portugal;2020;7;828.69
PPS;Portugal;2021;1;867.84
PPS;Portugal;2021;7;867.84
PPS;Portugal;2022;1;920.05
PPS;Romania;1999;1;56.20
PPS;Romania;1999;7;72.26
PPS;Romania;2000;1;52.04
PPS;Romania;2000;7;80.94
PPS;Romania;2001;1;90.12
PPS;Romania;2001;7;126.16
PPS;Romania;2002;1;103.78
PPS;Romania;2002;7;129.73
PPS;Romania;2003;1;155.28
PPS;Romania;2003;7;155.28
PPS;Romania;2004;1;162.98
PPS;Romania;2004;7;162.98
PPS;Romania;2005;1;159.60
PPS;Romania;2005;7;159.60
PPS;Romania;2006;1;163.33
PPS;Romania;2006;7;163.33
PPS;Romania;2007;1;183.80
PPS;Romania;2007;7;183.80
PPS;Romania;2008;1;224.04
PPS;Romania;2008;7;224.04
PPS;Romania;2009;1;257.98
PPS;Romania;2009;7;257.98
PPS;Romania;2010;1;260.44
PPS;Romania;2010;7;260.44
PPS;Romania;2011;1;287.28
PPS;Romania;2011;7;287.28
PPS;Romania;2012;1;296.17
PPS;Romania;2012;7;296.17
PPS;Romania;2013;1;289.31
PPS;Romania;2013;7;330.64
PPS;Romania;2014;1;347.82
PPS;Romania;2014;7;368.28
PPS;Romania;2015;1;397.69
PPS;Romania;2015;7;428.29
PPS;Romania;2016;1;434.55
PPS;Romania;2016;7;517.32
PPS;Romania;2017;1;499.69
PPS;Romania;2017;7;579.65
PPS;Romania;2018;1;732.48
PPS;Romania;2018;7;732.48
PPS;Romania;2019;1;788.02
PPS;Romania;2019;7;788.02
PPS;Romania;2020;1;830.09
PPS;Romania;2020;7;830.09
PPS;Romania;2021;1;830.09
PPS;Romania;2021;7;856.15
PPS;Romania;2022;1;949.20
PPS;Serbia;2000;1;26.43
PPS;Serbia;2000;7;32.18
PPS;Serbia;2001;1;14.72
PPS;Serbia;2001;7;107.45
PPS;Serbia;2002;1;149.35
PPS;Serbia;2002;7;182.04
PPS;Serbia;2003;1;189.67
PPS;Serbia;2003;7;204.85
PPS;Serbia;2004;1;222.61
PPS;Serbia;2004;7;251.34
PPS;Serbia;2005;1;249.76
PPS;Serbia;2005;7;265.98
PPS;Serbia;2006;1;276.71
PPS;Serbia;2006;7;294.75
PPS;Serbia;2007;1;286.66
PPS;Serbia;2007;7;333.73
PPS;Serbia;2008;1;355.64
PPS;Serbia;2008;7;396.53
PPS;Serbia;2009;1;409.34
PPS;Serbia;2009;7;408.06
PPS;Serbia;2010;1;403.28
PPS;Serbia;2010;7;401.29
PPS;Serbia;2011;1;402.99
PPS;Serbia;2011;7;431.85
PPS;Serbia;2012;1;415.89
PPS;Serbia;2012;7;470.14
PPS;Serbia;2013;1;444.50
PPS;Serbia;2013;7;440.74
PPS;Serbia;2014;1;436.59
PPS;Serbia;2014;7;436.04
PPS;Serbia;2015;1;458.39
PPS;Serbia;2015;7;457.95
PPS;Serbia;2016;1;447.95
PPS;Serbia;2016;7;447.57
PPS;Serbia;2017;1;469.11
PPS;Serbia;2017;7;468.70
PPS;Serbia;2018;1;512.46
PPS;Serbia;2018;7;505.52
PPS;Serbia;2019;1;547.12
PPS;Serbia;2019;7;546.47
PPS;Serbia;2020;1;586.38
PPS;Serbia;2020;7;586.38
PPS;Serbia;2021;1;623.18
PPS;Serbia;2021;7;623.18
PPS;Serbia;2022;1;683.25
PPS;Sweden;1999;1;
PPS;Sweden;1999;7;
PPS;Sweden;2000;1;
PPS;Sweden;2000;7;
PPS;Sweden;2001;1;
PPS;Sweden;2001;7;
PPS;Sweden;2002;1;
PPS;Sweden;2002;7;
PPS;Sweden;2003;1;
PPS;Sweden;2003;7;
PPS;Sweden;2004;1;
PPS;Sweden;2004;7;
PPS;Sweden;2005;1;
PPS;Sweden;2005;7;
PPS;Sweden;2006;1;
PPS;Sweden;2006;7;
PPS;Sweden;2007;1;
PPS;Sweden;2007;7;
PPS;Sweden;2008;1;
PPS;Sweden;2008;7;
PPS;Sweden;2009;1;
PPS;Sweden;2009;7;
PPS;Sweden;2010;1;
PPS;Sweden;2010;7;
PPS;Sweden;2011;1;
PPS;Sweden;2011;7;
PPS;Sweden;2012;1;
PPS;Sweden;2012;7;
PPS;Sweden;2013;1;
PPS;Sweden;2013;7;
PPS;Sweden;2014;1;
PPS;Sweden;2014;7;
PPS;Sweden;2015;1;
PPS;Sweden;2015;7;
PPS;Sweden;2016;1;
PPS;Sweden;2016;7;
PPS;Sweden;2017;1;
PPS;Sweden;2017;7;
PPS;Sweden;2018;1;
PPS;Sweden;2018;7;
PPS;Sweden;2019;1;
PPS;Sweden;2019;7;
PPS;Sweden;2020;1;
PPS;Sweden;2020;7;
PPS;Sweden;2021;1;
PPS;Sweden;2021;7;
PPS;Slovenia;1999;1;449.31
PPS;Slovenia;1999;7;449.31
PPS;Slovenia;2000;1;467.30
PPS;Slovenia;2000;7;484.59
PPS;Slovenia;2001;1;498.73
PPS;Slovenia;2001;7;498.73
PPS;Slovenia;2002;1;534.56
PPS;Slovenia;2002;7;534.56
PPS;Slovenia;2003;1;566.74
PPS;Slovenia;2003;7;566.74
PPS;Slovenia;2004;1;598.61
PPS;Slovenia;2004;7;598.61
PPS;Slovenia;2005;1;625.79
PPS;Slovenia;2005;7;625.79
PPS;Slovenia;2006;1;644.05
PPS;Slovenia;2006;7;644.05
PPS;Slovenia;2007;1;639.58
PPS;Slovenia;2007;7;639.58
PPS;Slovenia;2008;1;649.00
PPS;Slovenia;2008;7;682.71
PPS;Slovenia;2009;1;671.39
PPS;Slovenia;2009;7;671.39
PPS;Slovenia;2010;1;687.09
PPS;Slovenia;2010;7;844.33
PPS;Slovenia;2011;1;869.73
PPS;Slovenia;2011;7;869.73
PPS;Slovenia;2012;1;892.30
PPS;Slovenia;2012;7;892.30
PPS;Slovenia;2013;1;916.66
PPS;Slovenia;2013;7;916.66
PPS;Slovenia;2014;1;915.67
PPS;Slovenia;2014;7;915.67
PPS;Slovenia;2015;1;919.16
PPS;Slovenia;2015;7;919.16
PPS;Slovenia;2016;1;909.27
PPS;Slovenia;2016;7;909.27
PPS;Slovenia;2017;1;929.91
PPS;Slovenia;2017;7;929.91
PPS;Slovenia;2018;1;967.87
PPS;Slovenia;2018;7;967.87
PPS;Slovenia;2019;1;1019.61
PPS;Slovenia;2019;7;1019.61
PPS;Slovenia;2020;1;1072.64
PPS;Slovenia;2020;7;1072.64
PPS;Slovenia;2021;1;1168.05
PPS;Slovenia;2021;7;1168.05
PPS;Slovenia;2022;1;1225.28
PPS;Slovak Republic;1999;1;159.84
PPS;Slovak Republic;1999;7;191.81
PPS;Slovak Republic;2000;1;202.59
PPS;Slovak Republic;2000;7;202.59
PPS;Slovak Republic;2001;1;225.39
PPS;Slovak Republic;2001;7;225.39
PPS;Slovak Republic;2002;1;248.05
PPS;Slovak Republic;2002;7;248.05
PPS;Slovak Republic;2003;1;261.31
PPS;Slovak Republic;2003;7;261.31
PPS;Slovak Republic;2004;1;272.89
PPS;Slovak Republic;2004;7;272.89
PPS;Slovak Republic;2005;1;296.89
PPS;Slovak Republic;2005;7;296.89
PPS;Slovak Republic;2006;1;307.30
PPS;Slovak Republic;2006;7;307.30
PPS;Slovak Republic;2007;1;338.32
PPS;Slovak Republic;2007;7;338.32
PPS;Slovak Republic;2008;1;365.61
PPS;Slovak Republic;2008;7;365.61
PPS;Slovak Republic;2009;1;401.93
PPS;Slovak Republic;2009;7;401.93
PPS;Slovak Republic;2010;1;435.20
PPS;Slovak Republic;2010;7;435.20
PPS;Slovak Republic;2011;1;444.61
PPS;Slovak Republic;2011;7;444.61
PPS;Slovak Republic;2012;1;455.04
PPS;Slovak Republic;2012;7;455.04
PPS;Slovak Republic;2013;1;478.13
PPS;Slovak Republic;2013;7;478.13
PPS;Slovak Republic;2014;1;499.26
PPS;Slovak Republic;2014;7;499.26
PPS;Slovak Republic;2015;1;537.64
PPS;Slovak Republic;2015;7;537.64
PPS;Slovak Republic;2016;1;519.34
PPS;Slovak Republic;2016;7;519.34
PPS;Slovak Republic;2017;1;527.79
PPS;Slovak Republic;2017;7;527.79
PPS;Slovak Republic;2018;1;567.77
PPS;Slovak Republic;2018;7;567.77
PPS;Slovak Republic;2019;1;599.52
PPS;Slovak Republic;2019;7;599.52
PPS;Slovak Republic;2020;1;645.16
PPS;Slovak Republic;2020;7;645.16
PPS;Slovak Republic;2021;1;692.99
PPS;Slovak Republic;2021;7;692.99
PPS;Slovak Republic;2022;1;718.58
PPS;Turkey;1999;1;301.06
PPS;Turkey;1999;7;360.90
PPS;Turkey;2000;1;283.29
PPS;Turkey;2000;7;306.51
PPS;Turkey;2001;1;253.10
PPS;Turkey;2001;7;303.65
PPS;Turkey;2002;1;284.10
PPS;Turkey;2002;7;321.06
PPS;Turkey;2003;1;307.40
PPS;Turkey;2003;7;307.40
PPS;Turkey;2004;1;392.28
PPS;Turkey;2004;7;411.89
PPS;Turkey;2005;1;427.38
PPS;Turkey;2005;7;427.38
PPS;Turkey;2006;1;437.88
PPS;Turkey;2006;7;437.88
PPS;Turkey;2007;1;446.62
PPS;Turkey;2007;7;464.49
PPS;Turkey;2008;1;475.77
PPS;Turkey;2008;7;499.47
PPS;Turkey;2009;1;496.02
PPS;Turkey;2009;7;516.43
PPS;Turkey;2010;1;525.39
PPS;Turkey;2010;7;548.10
PPS;Turkey;2011;1;549.48
PPS;Turkey;2011;7;577.42
PPS;Turkey;2012;1;570.93
PPS;Turkey;2012;7;605.70
PPS;Turkey;2013;1;587.33
PPS;Turkey;2013;7;613.08
